No.,English,IPA(美式),近似?,出现页,出现次数
1995,grapefruit,/grˈeɪpfrˌut/,,128,1
1996,grapes,/greɪp/,,129,1
1997,grapeseed oil,/ɑil/,,136,1
1998,graphite,/grˈæfˌaɪt/,,291,1
1999,grass,/græs/,,89,1
2000,grass bag,/grˈæs bˈæg/,,90,1
2001,grass bench,/grˈæs bˈɛntʃ/,,264,1
2002,grasshopper,/ˈgræshɑpə/,,297,1
2003,grassland,/ˈgræslænd/,,287,1
2004,grate,/reɪt/,,69,1
2005,grated cheese,/grˈeɪtɪd tʃˈiz/,,138,1
2006,grater,/ˈreɪtə/,,70,1
2007,gratin dish,/diʃ/,,71,1
2008,gravel,/ˈgrævəl/,,90,1
2009,gravity,/ˈgræviti/,,282,1
2010,graze,/grˈeɪz/,,48,1
2011,greasy trim,/grˈisi trˈɪm/,,41,1
2012,Greece,/griːs/,,318,1
2013,green,/griːn/,,234,1
2014,green olive,/grˈin ˈɑləv/,,145,1
2015,green peas,/grˈin pˈiz/,,133,1
2016,green tea,/grˈin tˈi/,,151,1
2017,greengrocer,/ɡriŋrɑsɛrr/,是,190,1
2018,greengrocer’s,/ɡriŋrɑsɛrr ˈɛs/,是,116,1
2019,greenhouse,/ˈgriːnhaʊs/,,87,1
2020,Greenland,/grˈinlənd/,,316,1
2021,greetings,/grˈitɪŋz/,,324,1
2022,Grenada Kitts and Nevis,/grɪnˈeɪdə kˈɪts ənd nˈɛvɪs/,,316,1
2023,grey,/greɪ/,,41,1
2024,grill,/grˈɪl/,,69,1
2025,grill pan,/grˈɪl pˈæn/,,71,1
2026,groceries,/ˈgroʊsəri/,,108,1
2027,grocer’s,/grˈoʊsɚ ˈɛs/,,116,1
2028,groin,/grˈɔɪn/,,14,1
2029,groom,/gruːm/,,245,1
2030,ground,/graʊnd/,,134,1
2031,ground coffee,/grˈaʊnd kˈɑfi/,,146,1
2032,ground cover,/grˈaʊnd kˈʌvɚ/,,89,1
2033,ground floor,/grˈaʊnd flˈɔr/,,106,1
2034,ground sheet,/grˈaʊnd ʃˈit/,,269,1
2035,groundnut oil,/grˈaʊndnˌət ˈɔɪl/,,137,1
2036,group therapy,/grˈup θˈɛrəpi/,,57,1
2037,grout,/grˈaʊt/,,85,1
2038,guard,/gɑːd/,,238,1
2039,Guatemala,/gwˌɑtəmˈɑlə/,,316,1
2040,guava,/ˈwɑːvə/,,130,1
2041,guest,/gest/,,66,2
2042,guide book,/gˈaɪd bˈʊk/,,262,1
2043,guided tour,/gˈaɪdəd tˈʊr/,,262,1
2044,guilty,/ˈgilti/,,183,1
2045,Guinea,/gˈɪni/,,319,1
2046,Guinea-Bissau,/gˈɪni bɪssɔ/,是,319,1
2047,guitarist,/giˈtɑːrist/,,260,1
2048,gull,/gˈʌl/,,294,1
2049,gum,/gʌm/,,52,1
2050,gun,/gʌn/,,96,1
2051,gutter,/gˈʌtɚ/,,60,2
2052,guy rope,/gˈaɪ roʊp/,,268,1
2053,Guyana,/gaɪˈænə/,,317,1
2054,gym,/dʒim/,,103,2
2055,gym machine,/dʒˈɪm məʃˈin/,,252,1
2056,gymnast,/ˈdʒimnæst/,,237,1
2057,gymnastics,/dʒimˈnæstiks/,,237,1
2058,gynaecologist,/dʒɪnæɛkɑlɑdʒɪst/,是,54,1
2059,gynaecology,/dʒɪnæɛkɑlɑdʒaɪ/,是,51,1
2060,gypsophila,/dʒɪpsɑfɪlæ/,是,112,1
2061,haberdashery,/hˈæbɚdˌæʃɚi/,,107,1
2062,hacksaw,/hˈæksˌɔ/,,83,1
2063,haddock,/hˈædək/,,122,1
2064,haemorrhage,/hæɛmɔrrrhædʒ/,是,48,1
2065,hail,/heɪl/,,288,1
2066,hair,/hɛr/,,16,2
2067,hair dye,/hˈɛr dˈaɪ/,,42,1
2068,hairband,/heɪrbænd/,是,40,1
2069,hairdresser,/ˈhɛrdresə/,,40,2
2070,hairdresser’s,/hˈɛrdrˌɛsɚ ˈɛs/,,117,1
2071,hairdryer,/ˈhɛrdraɪr(r)/,,40,1
2072,hairpin,/ˈhɛrpin/,,40,1
2073,hairspray,/hˈɛrsprˌeɪ/,,40,1
2074,hairtie split ends,/split/,,41,1
2075,Haiti,/ˈheɪti/,,316,1
2076,half an hour,/hˈæf ˈæn ˈaʊɚ/,,306,1
2077,half board,/hˈæf bˈɔrd/,,103,1
2078,half time,/hˈæf tˈaɪm/,,225,1
2079,half-litre,/hˈæf lɪtr/,是,313,1
2080,halibut fillets,/hˈæləbət fˈɪlɪts/,,122,1
2081,hall of,/hˈɔl ˈʌv/,,170,1
2082,Halloween,/hˌæləwˈin/,,29,1
2083,hallway,/hˈɔlwˌeɪ/,,61,1
2084,halter,/hˈɔltɚ/,,245,1
2085,halter neck,/hˈɔltɚ nˈɛk/,,37,1
2086,ham,/hæm/,,121,3
2087,hamburger,/ˈhæmbəːgə/,,157,1
2088,hammer,/ˈhæmə/,,81,2
2089,hammock,/hˈæmək/,,268,1
2090,hamper,/hˈæmpɚ/,,265,1
2091,hamster,/hˈæmstɚ/,,292,1
2092,hamstring,/hˈæmstrˌɪŋ/,,18,1
2093,hand,/hænd/,,15,2
2094,hand drill,/hˈænd drˈɪl/,,83,1
2095,hand fork,/hˈænd fˈɔrk/,,91,1
2096,hand luggage,/hˈænd lˈʌgədʒ/,,213,2
2097,hand rail,/hˈænd rˈeɪl/,,61,1
2098,hand saw,/hˈænd sˈɔ/,,91,1
2099,hand towel,/hˈænd tˈaʊəl/,,75,1
2100,handbag,/ˈhændbæg/,,39,1
2101,handbrake,/hændbræk/,是,205,1
2102,handcuffs,/hˈændkˌəfs/,,96,1
2103,handicap,/ˈhændikæp/,,235,1
2104,handkerchief,/ˈhæŋkətʃif/,,38,1
2105,handle,/hændl/,,38,5
2106,handle head,/hˈændəl hˈɛd/,,232,1
2107,handlebar,/ˈhændlbɑː/,,209,1
2108,handles,/hændl/,,39,1
2109,handrail,/ˈhændreɪl/,,198,1
2110,handsaw,/hˈændsˌɔ/,,83,1
2111,handset,/hˈændsˌɛt/,,101,1
2112,hang-glider,/hˈæŋ glˈaɪdɚ/,,250,1
2113,hang-gliding parachute,/hˈæŋ glˈaɪdɪŋ pˈɛrəʃˌut/,,250,1
2114,hanging basket,/hˈæŋɪŋ bˈæskət/,,86,1
2115,hanging file,/hˈæŋɪŋ fˈaɪl/,,175,1
2116,happy,/ˈhæpi/,,27,1
2117,harbour master,/hˈɑrbɚ mˈæstɚ/,,219,1
2118,hard,/hɑːd/,,131,2
2119,hard cheese,/hˈɑrd tʃˈiz/,,138,1
2120,hard drive bytes,/hˈɑrd drˈaɪv bˈaɪts/,,178,1
2121,hard hat,/hˈɑrd hˈæt/,,188,1
2122,hard shoulder,/hˈɑrd ʃoʊldɚ/,,196,1
2123,hardboard,/hˈɑrdbˌɔrd/,,81,1
2124,hardware,/ˈhɑːdwɛr/,,178,1
2125,hardware shop,/hˈɑrdwˌɛr ʃˈɑp/,,116,1
2126,hardwood,/ˈhɑːdwud/,,81,1
2127,haricot beans,/biːn/,,133,1
2128,harness race,/hˈɑrnəs rˈeɪs/,,245,1
2129,harp,/hɑːp/,,258,1
2130,harvest,/ˈhɑːvist/,,93,1
2131,hat,/hæt/,,38,1
2132,hatchback,/hˈætʃbˌæk/,,201,1
2133,have a baby,/hˈæv ə bˈeɪbi/,,28,1
2134,Hawaii,/həˈwaɪiː/,,316,1
2135,hay,/hˈeɪ/,,186,1
2136,hayfever,/heɪfɛvɛrr/,是,46,1
2137,hazard,/hˈæzɚd/,,197,1
2138,hazard lights,/hˈæzɚd lˈaɪts/,,203,1
2139,hazelnut,/hˈeɪzəlnˌət/,,131,1
2140,hazelnut oil,/hˈeɪzəlnˌət ˈɔɪl/,,136,1
2141,head,/hed/,,14,5
2142,head injury,/hˈɛd ˈɪndʒɚi/,,48,1
2143,head teacher,/hˈɛd tˈitʃɚ/,,165,1
2144,headache,/ˈhedeɪk/,,46,1
2145,headboard,/hˈɛdbˌɔrd/,,72,1
2146,headlight,/hˈɛdlˌaɪt/,,200,2
2147,headrest,/ˈhedrest/,,202,1
2148,headsail,/hidseɪl/,是,242,1
2149,HEALTH,/ˈhelθ/,,45,13
2150,health centre,/hˈɛlθ sˈɛntɚ/,,170,1
2151,health food shop,/hˈɛlθ fˈud ʃˈɑp/,,117,1
2152,health Where is,/hˈɛlθ wˈɛr ˈɪz/,,325,1
2153,heart,/hɑːt/,,20,4
2154,heart attack,/hˈɑrt ətˈæk/,,46,1
2155,heater,/ˈhiːtə/,,62,1
2156,heater controls,/hˈitɚ kəntroʊlz/,,203,1
2157,heather,/hˈɛðɚ/,,299,1
2158,heating element,/hˈitɪŋ ˈɛləmənt/,,63,1
2159,heavy,/ˈhevi/,,323,1
2160,hedge,/hedʒ/,,87,3
2161,hedgehog,/ˈhedʒhɑg/,,292,1
2162,heel,/hˈil/,,15,3
2163,height,/haɪt/,,167,1
2164,height bar,/hˈaɪt bˈɑr/,,47,1
2165,helicopter,/ˈhelikɑptə/,,213,1
2166,Hello,/həˈloʊ/,,324,1
2167,helmet,/ˈhelmit/,,97,5
2168,help,/help/,,324,1
2169,hem,/hem/,,36,1
2170,hematite,/hˈɛmətˌaɪt/,,291,1
2171,hen’s egg,/eg/,,139,1
2172,herb,/həːb/,,57,2
2173,herb garden,/ɝb gˈɑrdən/,,86,1
2174,herbaceous border,/ɚbˈeɪʃəs bˈɔrdɚ/,,87,1
2175,herbal remedies,/ɝbəl rˈɛmədiz/,,110,1
2176,herbal tea,/ɝbəl tˈi/,,151,1
2177,herbalism,/hɛrrbælɪsm/,是,57,1
2178,herbicide,/hɝbɪsˌaɪd/,,185,1
2179,herbs,/həːb/,,135,2
2180,herbs and spices,/ɝbz ənd spˈaɪsəz/,,134,1
2181,herd,/həːd/,,185,1
2182,here,/hiə/,,322,1
2183,hexagon,/ˈheksəgən/,,166,1
2184,high,/haɪ/,,323,1
2185,high chair,/hˈaɪ tʃˈɛr/,,77,1
2186,high dive,/hˈaɪ dˈaɪv/,,241,1
2187,high heel shoe,/hˈaɪ hˈil ʃˈu/,,39,1
2188,high jump,/hˈaɪ dʒˈʌmp/,,237,1
2189,high-speed train,/hˈaɪspˌid trˈeɪn/,,210,1
2190,highlights,/hˈaɪlˌaɪts/,,41,1
2191,hiking,/ˈhaɪkiŋ/,,265,1
2192,hill,/hil/,,286,1
2193,Himalayas,/,himəˈleɪrz/,,315,1
2194,hip,/hip/,,14,1
2195,hippopotamus,/hˌɪpəpˈɑtəməs/,,293,1
2196,historic building,/hɪstˈɔrɪk bˈɪldɪŋ/,,263,1
2197,history,/ˈhistəri/,,164,1
2198,history of art,/hˈɪstɚi ˈʌv ˈɑrt/,,171,1
2199,hit,/hit/,,226,1
2200,hob,/hˈɑb/,,69,1
2201,hockey,/ˈhɑki/,,226,1
2202,hockey stick,/hˈɑki stˈɪk/,,226,1
2203,hoe,/hoʊ/,,90,1
2204,hold,/hoʊld/,,217,1
2205,holdall,/hɑldɔlll/,是,39,1
2206,hole,/hoʊl/,,234,1
2207,hole in one,/hoʊl ɪn wˈʌn/,,235,1
2208,hole punch,/hoʊl pˈʌntʃ/,,175,1
2209,holiday,/ˈhɑlədi/,,214,1
2210,holiday brochure,/hˈɑlədˌeɪ broʊʃˈʊr/,,214,1
2211,holly,/hˈɑli/,,298,1
2212,HOME,/hoʊm/,,59,35
2213,home entertainment,/hoʊm ˌɛntɚtˈeɪnmənt/,,270,1
2214,home furnishings,/hoʊm fɝnɪʃɪŋz/,,107,1
2215,home plate,/hoʊm plˈeɪt/,,230,1
2216,homeopathy,/hoʊmioʊpˈæθi/,,57,1
2217,homework,/ˈhoʊmwəːk/,,165,1
2218,homogenised,/hɑmɑdʒɛnɪsɛd/,是,139,1
2219,Honduras,/hɑnˈdjurəs/,,316,1
2220,honeycomb,/ˈhʌnikoʊm/,,136,1
2221,honeymoon,/ˈhʌnimuːn/,,28,1
2222,honeysuckle,/ˈhʌnisʌkl/,,299,1
2223,hood,/hud/,,33,2
2224,hoof,/hˈuf/,,244,2
2225,hook,/huk/,,278,1
2226,hoop ball,/hˈup bˈɔl/,,228,1
2227,horizontal bar,/hˌɔrəzˈɑntəl bˈɑr/,,237,1
2228,hormone,/hˈɔrmoʊn/,,22,1
2229,horn,/hɑːn/,,203,3
2230,horror,/ˈhɑrə/,,257,1
2231,horse,/hɑːs/,,187,3
2232,horse race,/hˈɔrs rˈeɪs/,,245,1
2233,horse riding,/hˈɔrs rˈaɪdɪŋ/,,244,2
2234,horseradish,/hˈɔrsrˌædɪʃ/,,127,1
2235,horseshoe,/ˈhɑːsʃuː/,,244,1
2236,hose,/hoʊz/,,97,1
2237,hosepipe,/hɑsɛpɪp/,是,91,1
2238,hospital,/ˈhɑspitəl/,,50,1
2239,host,/hoʊst/,,66,1
2240,hostess,/hoʊst/,,66,1
2241,hot,/hɑt/,,126,3
2242,hot chocolate,/hˈɑt tʃˈɔklət/,,146,1
2243,hot drinks,/hˈɑt drˈɪŋks/,,146,1
2244,hot tap,/hˈɑt tˈæp/,,74,1
2245,hot-air balloon,/hˈɑt ˈɛr bəlˈun/,,213,1
2246,hot-water bottle,/ˈbɑtl/,,72,1
2247,hotel,/hoʊˈtel/,,102,2
2248,hour,/aʊr/,,306,2
2249,hour hand,/ˈaʊɚ hˈænd/,,306,1
2250,house,/haʊs/,,60,1
2251,household products,/hˈaʊshoʊld prˈɑdəkts/,,109,1
2252,hovercraft,/ˈhʌvəkræft/,,217,1
2253,How are,/hˈaʊ ˈɑr/,,324,1
2254,How do I get,/hˈaʊ dˈu ˈaɪ gˈɛt/,,325,1
2255,How do I operate the washing,/hˈaʊ dˈu ˈaɪ ˈɑpɚˌeɪt ðə wˈɑʃɪŋ/,,78,1
2256,How far,/hˈaʊ fˈɑr/,,325,1
2257,How long will it,/hˈaʊ lˈɔŋ wˈɪl ˈɪt/,,307,1
2258,How long will these,/hˈaʊ lˈɔŋ wˈɪl ðˈiz/,,113,1
2259,How long will they,/hˈaʊ lˈɔŋ wˈɪl ðˈeɪ/,,129,1
2260,How much is,/hˈaʊ mˈʌtʃ ˈɪz/,,106,1
2261,hub,/hʌb/,,208,1
2262,hubcap,/hˈʌbkˌæp/,,204,1
2263,hull,/hʌl/,,216,2
2264,humerus,/hjˈumɚəs/,,19,1
2265,humid,/hjˈuməd/,,288,1
2266,hummingbird,/hˈʌmɪŋbɝd/,,294,1
2267,hump antler mane,/hˈʌmp ˈæntlɚ mˈeɪn/,,293,1
2268,hundredth,/hˈʌndrədθ/,,311,1
2269,Hungary,/ˈhʌŋgəri/,,318,1
2270,hungry,/ˈhʌŋgi/,,66,1
2271,hurdles,/ˈhəːdl/,,237,1
2272,husband,/ˈhʌzbənd/,,24,1
2273,husk,/hʌsk/,,132,1
2274,hydrant,/hˈaɪdrənt/,,97,1
2275,hydrofoil,/hˈaɪdrəfˌɔɪl/,,217,1
2276,hydrotherapy,/hˌaɪdroʊθˈɛrəpi/,,57,1
2277,hygiene,/ˈhaɪdʒiːn/,,110,1
2278,hypnotherapy,/hɪpnɑθɛrræpaɪ/,是,57,1
2279,hypoallergenic,/hɪpoʊllɛrrdʒɛnɪs/,是,43,1
2280,hypotenuse,/hɪpɑtɛnʌs/,是,166,1
2281,I,/aɪ/,,86,20
2282,I actors,/ˈaɪ ˈæktɚz/,,181,1
2283,I afternoon,/ˈaɪ ˌæftɚnˈun/,,307,1
2284,I aikido,/aɪ/,,238,1
2285,I air mattress,/ˈaɪ ˈɛr mˈætrəs/,,269,1
2286,I airliner,/ˈaɪ ˈɛrlˌaɪnɚ/,,214,1
2287,I am lost,/ˈaɪ ˈæm lˈɔst/,,325,1
2288,I ambulance,/ˈaɪ ˈæmbjələns/,,96,1
2289,I angler,/ˈaɪ ˈæŋglɚ/,,246,1
2290,I answer,/ˈaɪ ˈænsɚ/,,165,1
2291,I architect,/ˈaɪ ˈɑrkətˌɛkt/,,192,1
2292,I atmosphere,/ˈaɪ ˈætməsfˌɪr/,,288,1
2293,I backgammon,/ˈaɪ bˈækgˌæmən/,,274,1
2294,I backstroke,/ˈaɪ bˈækstroʊk/,,241,1
2295,I bait,/ˈaɪ bˈeɪt/,,246,1
2296,I bake,/ˈaɪ bˈeɪk/,,140,1
2297,I bakery,/ˈaɪ bˈeɪkɚi/,,140,1
2298,I ballet,/ˈaɪ bælˈeɪ/,,257,1
2299,I bap,/aɪ/,,141,1
2300,I basket,/ˈaɪ bˈæskət/,,108,1
2301,I basket of fruit,/ˈaɪ bˈæskət ˈʌv frˈut/,,128,1
2302,I basketball player,/ˈaɪ bˈæskətbˌɔl plˈeɪɚ/,,228,1
2303,I batter,/ˈaɪ bˈætɚ/,,230,1
2304,I battery,/ˈaɪ bˈætɚi/,,169,1
2305,I beam,/ˈaɪ bˈim/,,237,1
2306,I beer,/ˈaɪ bˈɪr/,,153,1
2307,I bidet,/aɪ/,,74,1
2308,I birth weight,/ˈaɪ bɝθ wˈeɪt/,,55,1
2309,I birthday cake,/ˈaɪ bɝθdˌeɪ kˈeɪk/,,143,1
2310,I biscuits,/ˈaɪ bˈɪskəts/,,143,1
2311,I block,/ˈaɪ blˈɑk/,,239,1
2312,I blue,/ˈaɪ blˈu/,,276,1
2313,I blues,/ˈaɪ blˈuz/,,261,1
2314,I board games,/ˈaɪ bˈɔrd gˈeɪmz/,,274,1
2315,I boiled egg,/ˈaɪ bˈɔɪld ˈɛg/,,139,1
2316,I boxing,/ˈaɪ bˈɑksɪŋ/,,238,1
2317,I breakfast table,/ˈaɪ brˈɛkfəst tˈeɪbəl/,,158,1
2318,I bridle,/ˈaɪ brˈaɪdəl/,,244,1
2319,I broth,/ˈaɪ brˈɔθ/,,160,1
2320,I brown,/ˈaɪ brˈaʊn/,,276,1
2321,I browse,/ˈaɪ brˈaʊz/,,179,1
2322,I brush,/ˈaɪ brˈʌʃ/,,40,1
2323,I burger meal,/ˈaɪ bɝgɚ mˈil/,,156,1
2324,I business deal,/ˈaɪ bˈɪznəs dˈil/,,177,1
2325,I business lunch,/ˈaɪ bˈɪznəs lˈʌntʃ/,,177,1
2326,I business trip,/ˈaɪ bˈɪznəs trˈɪp/,,177,1
2327,I butterfly,/ˈaɪ bˈʌtɚflˌaɪ/,,241,1
2328,I cakes,/ˈaɪ kˈeɪks/,,142,1
2329,I campsite,/ˈaɪ kˈæmpsˌaɪt/,,268,1
2330,I campus,/ˈaɪ kˈæmpəs/,,170,1
2331,I cards,/ˈaɪ kˈɑrdz/,,275,1
2332,I carve,/ˈaɪ kˈɑrv/,,81,1
2333,I cash machine,/ˈaɪ kˈæʃ məʃˈin/,,99,1
2334,I catch,/ˈaɪ kˈætʃ/,,231,1
2335,I catcher,/ˈaɪ kˈætʃɝ/,,231,1
2336,I cathedral,/ˈaɪ kəθˈidrəl/,,302,1
2337,I checkout,/ˈaɪ tʃˈɛkˌaʊt/,,108,1
2338,I chicken,/ˈaɪ tʃˈɪkən/,,121,1
2339,I chop,/ˈaɪ tʃˈɑp/,,239,1
2340,I classroom,/ˈaɪ klˈæsrˌum/,,164,1
2341,I climbing frame I,/ˈaɪ klˈaɪmɪŋ frˈeɪm ˈaɪ/,,265,1
2342,I clothing,/ˈaɪ kloʊðɪŋ/,,207,1
2343,I cloud,/ˈaɪ klˈaʊd/,,289,1
2344,I clubhouse,/ˈaɪ klˈʌbhˌaʊs/,,234,1
2345,I coach,/ˈaɪ koʊtʃ/,,198,1
2346,I coffee,/ˈaɪ kˈɑfi/,,155,1
2347,I collage,/ˈaɪ kəlˈɑʒ/,,277,1
2348,I combine harvester,/ˈaɪ kˈɑmbaɪn hˈɑrvəstɚ/,,184,1
2349,I compact,/ˈaɪ kˈɑmpækt/,,42,1
2350,I concert,/ˈaɪ kˈɑnsɚt/,,257,1
2351,I concourse,/ˈaɪ kˈɑnkˌɔrs/,,211,1
2352,I contact lenses,/ˈaɪ kˈɑntˌækt lˈɛnzəz/,,53,1
2353,I container port,/ˈaɪ kəntˈeɪnɚ pˈɔrt/,,218,1
2354,I corkscrew,/ˈaɪ kˈɔrkskrˌu/,,152,1
2355,I cot,/ˈaɪ kˈɑt/,,76,1
2356,I couple,/ˈaɪ kˈʌpəl/,,26,1
2357,I court,/ˈaɪ kˈɔrt/,,228,2
2358,I courtroom,/ˈaɪ kˈɔrtrˌum/,,182,1
2359,I cow’s milk,/aɪ/,,138,1
2360,I crab,/ˈaɪ krˈæb/,,297,1
2361,I crane hook,/ˈaɪ krˈeɪn hˈʊk/,,189,1
2362,I crater,/ˈaɪ krˈeɪtɚ/,,285,1
2363,I cricket,/ˈaɪ krˈɪkət/,,297,1
2364,I criminal,/ˈaɪ krˈɪmənəl/,,183,1
2365,I crisps,/ˈaɪ krˈɪsps/,,153,1
2366,I cured,/ˈaɪ kjˈʊrd/,,161,1
2367,I curry,/ˈaɪ kˈʌri/,,160,1
2368,I cycle lane,/ˈaɪ sˈaɪkəl lˈeɪn/,,208,1
2369,I dance,/ˈaɪ dˈæns/,,261,1
2370,I darts,/ˈaɪ dˈɑrts/,,275,1
2371,I deal,/ˈaɪ dˈil/,,275,1
2372,I desert,/ˈaɪ dˈɛzɚt/,,287,1
2373,I diary,/ˈaɪ dˈaɪɚi/,,177,1
2374,I diesel train,/ˈaɪ dˈisəl trˈeɪn/,,210,1
2375,I dining car,/ˈaɪ dˈaɪnɪŋ kˈɑr/,,211,1
2376,I dirt bike,/ˈaɪ dɝt bˈaɪk/,,207,1
2377,I discuss,/ˈaɪ dɪskˈʌs/,,165,1
2378,I disk,/ˈaɪ dˈɪsk/,,178,1
2379,I dive,/ˈaɪ dˈaɪv/,,240,1
2380,I don’t drink,/aɪ/,,325,1
2381,I don’t eat meat,/aɪ/,,325,1
2382,I don’t feel well,/aɪ/,,325,1
2383,I don’t know,/aɪ/,,324,1
2384,I don’t smoke,/aɪ/,,325,1
2385,I don’t understand,/aɪ/,,324,1
2386,I door,/ˈaɪ dˈɔr/,,198,1
2387,I draw,/ˈaɪ drˈɔ/,,164,1
2388,I drawing,/ˈaɪ drˈɔɪŋ/,,277,1
2389,I dressage,/ˈaɪ drɛsˈɑʒ/,,245,1
2390,I dressed,/ˈaɪ drˈɛst/,,161,1
2391,I dressing,/ˈaɪ drˈɛsɪŋ/,,49,1
2392,I dressing green salad,/ˈaɪ drˈɛsɪŋ grˈin sˈæləd/,,160,1
2393,I dribble,/ˈaɪ drˈɪbəl/,,224,1
2394,I drinks,/ˈaɪ drˈɪŋks/,,158,1
2395,I dropper,/ˈaɪ drˈɑpɚ/,,169,1
2396,I duck,/ˈaɪ dˈʌk/,,121,1
2397,I dusk,/ˈaɪ dˈʌsk/,,307,1
2398,I eclipse,/ˈaɪ ɪklˈɪps/,,282,1
2399,I engaged couple,/ˈaɪ ɛngˈeɪdʒd kˈʌpəl/,,26,1
2400,I engraving,/ˈaɪ ɪngrˈeɪvɪŋ/,,277,1
2401,I evening,/ˈaɪ ˈivnɪŋ/,,307,1
2402,I experiment,/ˈaɪ ɪkspˈɛrəmənt/,,168,1
2403,I eye test,/ˈaɪ ˈaɪ tˈɛst/,,53,1
2404,I fall,/ˈaɪ fˈɔl/,,239,1
2405,I fax machine,/ˈaɪ fˈæks məʃˈin/,,174,1
2406,I feel sick and drinking,/ˈaɪ fˈil sˈɪk ənd drˈɪŋkɪŋ/,,325,1
2407,I female,/ˈaɪ fˈimˌeɪl/,,22,1
2408,I fertilization,/ˈaɪ fɝtəlɪzˈeɪʃən/,,22,1
2409,I fever,/ˈaɪ fˈivɚ/,,46,1
2410,I field,/ˈaɪ fˈild/,,231,1
2411,I fill,/ˈaɪ fˈɪl/,,84,1
2412,I fire,/ˈaɪ fˈaɪɚ/,,97,1
2413,I first aid box,/ˈaɪ fɝst ˈeɪd bˈɑks/,,49,1
2414,I fishing port,/ˈaɪ fˈɪʃɪŋ pˈɔrt/,,219,1
2415,I float,/ˈaɪ floʊt/,,240,1
2416,I flood,/ˈaɪ flˈʌd/,,289,1
2417,I foetus,/aɪ/,,54,1
2418,I fog,/ˈaɪ fˈɑg/,,289,1
2419,I folk music,/ˈaɪ foʊk mjˈuzɪk/,,261,1
2420,I forceps,/ˈaɪ fˈɔrsɛps/,,169,1
2421,I forest,/ˈaɪ fˈɔrəst/,,287,1
2422,I formal garden,/ˈaɪ fˈɔrməl gˈɑrdən/,,86,1
2423,I fountain,/ˈaɪ fˈaʊntən/,,87,1
2424,I free kick,/ˈaɪ frˈi kˈɪk/,,224,1
2425,I freeze,/ˈaɪ frˈiz/,,289,1
2426,I fresh cheese,/ˈaɪ frˈɛʃ tʃˈiz/,,138,1
2427,I fridge-freezer,/aɪ/,,69,1
2428,I fried,/ˈaɪ frˈaɪd/,,161,1
2429,I front crawl,/ˈaɪ frˈʌnt krˈɔl/,,241,1
2430,I frost,/ˈaɪ frˈɔst/,,289,1
2431,I gin,/ˈaɪ dʒˈɪn/,,147,1
2432,I goal,/ˈaɪ goʊl/,,224,1
2433,I goggles,/ˈaɪ gˈɑgəlz/,,240,1
2434,I golfer,/ˈaɪ gˈɑlfɚ/,,234,1
2435,I goose,/ˈaɪ gˈus/,,121,2
2436,I gothic,/ˈaɪ gˈɑθɪk/,,303,1
2437,I graduation ceremony,/ˈaɪ grˌædʒuˈeɪʃən sˈɛrəmoʊni/,,171,1
2438,I green,/ˈaɪ grˈin/,,276,1
2439,I grey,/ˈaɪ grˈeɪ/,,276,1
2440,I grilled,/ˈaɪ grˈɪld/,,161,1
2441,I hang,/ˈaɪ hˈæŋ/,,84,1
2442,I harbour,/ˈaɪ hˈɑrbɚ/,,219,1
2443,I harvest,/ˈaɪ hˈɑrvəst/,,185,1
2444,I have,/ˈaɪ hˈæv/,,324,1
2445,I have a,/ˈaɪ hˈæv ə/,,103,1
2446,I have a reservation,/ˈaɪ hˈæv ə rˌɛzɚvˈeɪʃən/,,325,1
2447,I have a temperature,/ˈaɪ hˈæv ə tˈɛmprətʃɚ/,,325,1
2448,I hi-fi system,/ˈaɪ hˈaɪfˈaɪ sˈɪstəm/,,270,1
2449,I hold,/ˈaɪ hoʊld/,,239,1
2450,I home delivery,/ˈaɪ hoʊm dɪlˈɪvɚi/,,156,1
2451,I hose reel,/ˈaɪ hoʊz rˈil/,,91,1
2452,I hot dog,/ˈaɪ hˈɑt dˈɔg/,,157,1
2453,I hurricane,/ˈaɪ hɝəkˌeɪn/,,289,1
2454,I ice,/ˈaɪ ˈaɪs/,,289,1
2455,I in sauce,/ˈaɪ ɪn sˈɔs/,,161,1
2456,I incubator,/ˈaɪ ˈɪŋkjəbˌeɪtɚ/,,55,1
2457,I induce labour,/ˈaɪ ˌɪndˈus lˈeɪbɚ/,,55,1
2458,I ironing board,/ˈaɪ ˈaɪɚnɪŋ bˈɔrd/,,78,1
2459,I jar,/ˈaɪ dʒˈɑr/,,313,1
2460,I jazz,/ˈaɪ dʒˈæz/,,261,1
2461,I jellyfish,/ˈaɪ dʒˈɛlifˌɪʃ/,,297,1
2462,I jewellery box,/aɪ/,,38,1
2463,I jigsaw puzzle,/ˈaɪ dʒˈɪgsˌɔ pˈʌzəl/,,275,1
2464,I judo,/ˈaɪ dʒˈudoʊ/,,238,1
2465,I jump,/ˈaɪ dʒˈʌmp/,,239,1
2466,I karate,/ˈaɪ kɚˈɑti/,,238,1
2467,I kebab,/ˈaɪ kəbˈɑb/,,160,1
2468,I kendo,/aɪ/,,238,1
2469,I kick,/ˈaɪ kˈɪk/,,239,1
2470,I kick goal area,/ˈaɪ kˈɪk goʊl ˈɛriə/,,225,1
2471,I kickboxing,/aɪ/,,238,1
2472,I kitchen,/ˈaɪ kˈɪtʃən/,,154,1
2473,I knead,/ˈaɪ nˈid/,,140,1
