No.,English,中文,拼音,中文+拼音
1614,first floor,二层,èrcéng,二层 èrcéng
1615,ground floor,一层,yīcéng,一层 yīcéng
1616,second floor,三层,sāncéng,三层 sāncéng
1617,children’s department,儿童用品部,értóng yòngpǐnbù,儿童用品部 értóng yòngpǐnbù
1618,luggage department,箱包部,xiāngbāobù,箱包部 xiāngbāobù
1619,shoe department,鞋靴部,xiéxuēbù,鞋靴部 xiéxuēbù
1620,escalator,自动扶梯,zìdòng fútī,自动扶梯 zìdòng fútī
1621,sign,招牌,zhāopái,招牌 zhāopái
1622,changing rooms,更衣室,gēngyīshì,更衣室 gēngyīshì
1623,baby changing facilities,婴儿间,yīngérjiān,婴儿间 yīngérjiān
1624,toilets,卫生间,wèishēngjiān,卫生间 wèishēngjiān
1625,haberdashery,缝纫用品,féngrèn yòngpǐn,缝纫用品 féngrèn yòngpǐn
1626,china,瓷器,cíqì,瓷器 cíqì
1627,linen,家用纺织品,jiāyòng fǎngzhīpǐn,家用纺织品 jiāyòng fǎngzhīpǐn
1628,food hall,食品,shípǐn,食品 shípǐn
1629,home furnishings,家具,jiājù,家具 jiājù
1630,toys,玩具,wánjù,玩具 wánjù
1631,women’s wear,女装,nǚzhuāng,女装 nǚzhuāng
1632,lighting,灯具,dēngjù,灯具 dēngjù
1633,perfumery,香水,xiāngshuǐ,香水 xiāngshuǐ
1634,kitchenware,厨房用品,chúfáng yòngpǐn,厨房用品 chúfáng yòngpǐn
1635,stationery,文具,wénjù,文具 wénjù
1636,lingerie,女用内衣,nǚyòng nèiyī,女用内衣 nǚyòng nèiyī
1637,sports,体育用品,tǐyù yòngpǐn,体育用品 tǐyù yòngpǐn
1638,beauty,美容用品,měiróng yòngpǐn,美容用品 měiróng yòngpǐn
1639,men’s wear,男装,nánzhuāng,男装 nánzhuāng
1640,electrical goods,电子产品,diànzǐ chǎnpǐn,电子产品 diànzǐ chǎnpǐn
1641,till,收款机,shōukuǎnjī,收款机 shōukuǎnjī
1642,conveyer belt,传送带,chuánsòngdài,传送带 chuánsòngdài
1643,groceries,食品杂货,shípǐn záhuò,食品杂货 shípǐn záhuò
1644,shopping bag,购物袋,gòuwùdài,购物袋 gòuwùdài
1645,offers,促销海报,cùxiāo hǎibào,促销海报 cùxiāo hǎibào
1646,aisle,过道,guòdào,过道 guòdào
1647,bar code,条形码,tiáoxíngmǎ,条形码 tiáoxíngmǎ
1648,pet food,宠物饲料,chǒngwù sìliào,宠物饲料 chǒngwù sìliào
1649,baby products,婴儿用品,yīngér yòngpǐn,婴儿用品 yīngér yòngpǐn
1650,meat and poultry,肉禽,ròuqín,肉禽 ròuqín
1651,tinned food,罐装食品,guànzhuāng shípǐn,罐装食品 guànzhuāng shípǐn
1652,vegetables,蔬菜,shūcài,蔬菜 shūcài
1653,household products,家庭日用品,jiātíng rìyòngpǐn,家庭日用品 jiātíng rìyòngpǐn
1654,convenience food,方便食品,fāngbiàn shípǐn,方便食品 fāngbiàn shípǐn
1655,frozen food,冷冻食品,lěngdòng shípǐn,冷冻食品 lěngdòng shípǐn
1656,bakery,烘烤食品,hōngkǎo shípǐn,烘烤食品 hōngkǎo shípǐn
1657,confectionery,甜食,tiánshí,甜食 tiánshí
1658,fish,鱼,yú,鱼 yú
1659,breakfast cereals,早餐麦片,zǎocān màipiàn,早餐麦片 zǎocān màipiàn
1660,toiletries,化妆品,huàzhuāngpǐn,化妆品 huàzhuāngpǐn
1661,deli,熟食,shúshí,熟食 shúshí
1662,drinks,饮料,yǐnliào,饮料 yǐnliào
1663,fruit,水果,shuǐguǒ,水果 shuǐguǒ
1664,dairy,乳制品,rǔzhìpǐn,乳制品 rǔzhìpǐn
1665,sunscreen,防晒霜,fángshàishuāng,防晒霜 fángshàishuāng
1666,aftersun,晒后护肤液,shàihòu hùfūyè,晒后护肤液 shàihòu hùfūyè
1667,deodorants,除臭剂,chúchòujì,除臭剂 chúchòujì
1668,cough medicine,止咳药,zhǐkéyào,止咳药 zhǐkéyào
1669,dispensary,药剂室,yàojìshì,药剂室 yàojìshì
1670,panty liner,卫生护垫,wèishēng hùdiàn,卫生护垫 wèishēng hùdiàn
1671,sanitary towel,卫生巾,wèishēngjīn,卫生巾 wèishēngjīn
1672,vitamins,维生素,wéishēngsù,维生素 wéishēngsù
1673,skin care,皮肤护理,pífū hùlǐ,皮肤护理 pífū hùlǐ
1674,tissue,纸巾,zhǐjīn,纸巾 zhǐjīn
1675,hygiene,妇女保健,fùnǚ bǎojiàn feminine,妇女保健 fùnǚ bǎojiàn feminine
1676,pharmacist,药剂师,yàojìshī,药剂师 yàojìshī
1677,tampon,卫生棉条,wèishēng miántiáo,卫生棉条 wèishēng miántiáo
1678,insect repellent,驱虫剂,qūchóngjì,驱虫剂 qūchóngjì
1679,dental care,牙齿护理,yáchǐ hùlǐ,牙齿护理 yáchǐ hùlǐ
1680,sunblock,防晒液,fángshàiyè,防晒液 fángshàiyè
1681,herbal remedies,草药,cǎoyào,草药 cǎoyào
1682,suppository,栓剂,shuānjì,栓剂 shuānjì
1683,medicine,药,yào,药 yào
1684,laxative,泻药,xièyào,泻药 xièyào
1685,throat lozenge,润喉片,rùnhóupiàn,润喉片 rùnhóupiàn
1686,calcium,钙,gài,钙 gài
1687,magnesium,镁,měi,镁 měi
1688,multivitamins,多种维生素制剂,duōzhǒng wéishēngsù zhìjì,多种维生素制剂 duōzhǒng wéishēngsù zhìjì
1689,spray,喷雾器,pēnwùqì,喷雾器 pēnwùqì
1690,drops,滴剂,dījì,滴剂 dījì
1691,dropper,滴管,dīguǎn,滴管 dīguǎn
1692,needle,针头,zhēntóu,针头 zhēntóu
1693,insulin,胰岛素,yídǎosù,胰岛素 yídǎosù
1694,side-effects,副作用,fùzuòyòng,副作用 fùzuòyòng
1695,expiry date,有效期限,yǒuxiào qīxiàn,有效期限 yǒuxiào qīxiàn
1696,travel sickness pills,晕车药,yùnchēyào,晕车药 yùnchēyào
1697,syrup,糖浆,tángjiāng,糖浆 tángjiāng
1698,syringe,注射器,zhùshèqì,注射器 zhùshèqì
1699,capsule,胶囊,jiāonáng,胶囊 jiāonáng
1700,measuring spoon,量匙,liàngchí,量匙 liàngchí
1701,disposable,一次性的,yícìxìngde,一次性的 yícìxìngde
1702,soluble,可溶解的,kěróngjiěde,可溶解的 kěróngjiěde
1703,dosage,剂量,jìliàng,剂量 jìliàng
1704,medication,药物治疗,yàowù zhìliáo,药物治疗 yàowù zhìliáo
1705,painkiller,止痛药,zhǐtòngyào,止痛药 zhǐtòngyào
1706,sedative,镇静剂,zhènjìngjì,镇静剂 zhènjìngjì
1707,sleeping pill,安眠药,ānmiányào,安眠药 ānmiányào
1708,anti-inﬂammatory,消炎药,xiāoyányào,消炎药 xiāoyányào
1709,instructions,使用说明,shǐyòng shuōmíng,使用说明 shǐyòng shuōmíng
1710,cream,霜剂,shuāngjì,霜剂 shuāngjì
1711,gypsophila,满天星,mǎntiānxīng,满天星 mǎntiānxīng
1712,freesia,小苍兰,xiǎocānglán,小苍兰 xiǎocānglán
1713,lily,百合,bǎihé,百合 bǎihé
1714,pot plant,盆栽植物,pénzāi zhíwù,盆栽植物 pénzāi zhíwù
1715,chrysanthemum,菊花,júhuā,菊花 júhuā
1716,gladiolus,剑兰,jiànlán,剑兰 jiànlán
1717,foliage,叶簇,yècù,叶簇 yècù
1718,daisy,雏菊,chújú,雏菊 chújú
1719,acacia,洋槐,yánghuái,洋槐 yánghuái
1720,carnation,康乃馨,kāngnǎixīn,康乃馨 kāngnǎixīn
1721,gerbera,非洲菊,fēizhōujú,非洲菊 fēizhōujú
1722,flowers,花,huā,花 huā
1723,dried flowers,干花,gānhuā,干花 gānhuā
1724,How long will these last?,这些花能开多久,？ zhèxiē huā néng kāi duōjiǔ?,这些花能开多久 ？ zhèxiē huā néng kāi duōjiǔ?
1725,Are they fragrant?,这些花香吗,？ zhèxiē huā xiāng ma?,这些花香吗 ？ zhèxiē huā xiāng ma?
1726,Can I have a bunch of… please.,我想买一束,... wǒ xiǎng mǎi yíshù…,我想买一束 ... wǒ xiǎng mǎi yíshù…
1727,garland,花环,huāhuán,花环 huāhuán
1728,wrapping,包装纸,bāozhuāngzhǐ,包装纸 bāozhuāngzhǐ
1729,bud,花苞,huābāo,花苞 huābāo
1730,orchid,兰花,lánhuā,兰花 lánhuā
1731,bunch,花束,huāshù,花束 huāshù
1732,peony,牡丹,mǔdān,牡丹 mǔdān
1733,daffodil,黄水仙,huángshuǐxiān,黄水仙 huángshuǐxiān
1734,stem,茎,jīng,茎 jīng
1735,Can I attach a message?,我能附上留言吗,？ wǒ néng fùshàng liúyán ma?,我能附上留言吗 ？ wǒ néng fùshàng liúyán ma?
1736,Can I have them wrapped?,能帮我包一下吗,？ néng bāng wǒ bāo yíxià ma?,能帮我包一下吗 ？ néng bāng wǒ bāo yíxià ma?
1737,Can you send them to….?,能不能将它们送到,...？ néngbùnéng jiāng tāmen sòngdào…?,能不能将它们送到 ...？ néngbùnéng jiāng tāmen sòngdào…?
1738,packet of cigarettes,烟盒,yānhé,烟盒 yānhé
1739,magazine,杂志,zázhì,杂志 zázhì
1740,stamps,邮票,yóupiào,邮票 yóupiào
1741,newspaper,报纸,bàozhǐ,报纸 bàozhǐ
1742,lighter,打火机,dǎhuǒjī,打火机 dǎhuǒjī
1743,postcard,明信片,míngxìnpiàn,明信片 míngxìnpiàn
1744,tobacco,烟草,yāncǎo,烟草 yāncǎo
1745,lottery tickets,彩票奖券,"， cǎipiào, jiǎngquàn","彩票奖券 ， cǎipiào, jiǎngquàn"
1746,cigarettes,香烟,xiāngyān,香烟 xiāngyān
1747,matches,火柴,huǒchái,火柴 huǒchái
1748,cigar,雪茄,xuějiā,雪茄 xuějiā
1749,comic,连环画,liánhuánhuà,连环画 liánhuánhuà
1750,chocolate bar,块状巧克力板,kuàizhuàng qiǎokèlìbǎn,块状巧克力板 kuàizhuàng qiǎokèlìbǎn
1751,milk chocolate,牛奶巧克力,niúnǎiqiǎokèlì,牛奶巧克力 niúnǎiqiǎokèlì
1752,plain chocolate,黑巧克力,hēiqiǎokèlì,黑巧克力 hēiqiǎokèlì
1753,white chocolate,白巧克力,báiqiǎokèlì,白巧克力 báiqiǎokèlì
1754,pick and mix,杂拌糖果,zábàntángguǒ,杂拌糖果 zábàntángguǒ
1755,snack bar,零食,língshí,零食 língshí
1756,fruit gum,果味橡皮糖,guǒwèixiàngpítáng,果味橡皮糖 guǒwèixiàngpítáng
1757,chewing gum,口香糖,kǒuxiāngtáng,口香糖 kǒuxiāngtáng
1758,marshmallow,棉花软糖,miánhuāruǎntáng,棉花软糖 miánhuāruǎntáng
1759,lollipop,棒棒糖,bàngbàngtáng,棒棒糖 bàngbàngtáng
1760,caramel,焦糖,jiāotáng,焦糖 jiāotáng
1761,trufﬂe,巧克力球,qiǎokèlìqiú,巧克力球 qiǎokèlìqiú
1762,biscuit,饼干,bǐnggān,饼干 bǐnggān
1763,boiled sweets,硬糖,yìngtáng,硬糖 yìngtáng
1764,crisps,薯片,shǔpiàn,薯片 shǔpiàn
1765,liquorice,甘草糖,gāncǎotáng,甘草糖 gāncǎotáng
1766,mint,薄荷糖,bòhetáng,薄荷糖 bòhetáng
1767,chocolate,巧克力,qiǎokèlì,巧克力 qiǎokèlì
1768,jellybean,软心豆粒糖,ruǎnxīndòulìtáng,软心豆粒糖 ruǎnxīndòulìtáng
1769,box of chocolates,巧克力盒,qiǎokèlìhé,巧克力盒 qiǎokèlìhé
1770,sweets,糖果,tángguǒ,糖果 tángguǒ
1771,travel agent’s,旅行社,lǚxíngshè,旅行社 lǚxíngshè
1772,gift shop,礼品店,lǐpǐndiàn,礼品店 lǐpǐndiàn
1773,shoe shop,鞋店,xiédiàn,鞋店 xiédiàn
1774,greengrocer’s,蔬菜水果店,shūcàishuǐguǒdiàn,蔬菜水果店 shūcàishuǐguǒdiàn
1775,butcher’s,肉铺,ròupù,肉铺 ròupù
1776,baker’s,面包店,miànbāodiàn,面包店 miànbāodiàn
1777,jeweller’s,首饰店,shǒushìdiàn,首饰店 shǒushìdiàn
1778,hardware shop,五金店,wǔjīndiàn,五金店 wǔjīndiàn
1779,fishmonger’s,水产店,shuǐchǎndiàn,水产店 shuǐchǎndiàn
1780,antiques shop,古董店,gǔdǒngdiàn,古董店 gǔdǒngdiàn
1781,cake shop,糕点店,gāodiǎndiàn,糕点店 gāodiǎndiàn
1782,grocer’s,食品杂货店,shípǐnzáhuòdiàn,食品杂货店 shípǐnzáhuòdiàn
1783,camera shop,照相器材店,zhàoxiàng qìcáidiàn,照相器材店 zhàoxiàng qìcáidiàn
1784,health food shop,绿色食品店,lǜsèshípǐndiàn,绿色食品店 lǜsèshípǐndiàn
1785,art shop,艺术品店,yìshùpǐndiàn,艺术品店 yìshùpǐndiàn
1786,second-hand shop,旧货商店,jiùhuò shāngdiàn,旧货商店 jiùhuò shāngdiàn
1787,hairdresser’s,美发厅,měifàtīng,美发厅 měifàtīng
1788,boutique,时装店,shízhuāngdiàn,时装店 shízhuāngdiàn
1789,furniture shop,家具店,jiājùdiàn,家具店 jiājùdiàn
1790,off licence,酒类专卖店,jiǔlèizhuānmàidiàn,酒类专卖店 jiǔlèizhuānmàidiàn
1791,book shop,书店,shūdiàn,书店 shūdiàn
1792,tailor’s,裁缝店,cáifengdiàn,裁缝店 cáifengdiàn
1793,pet shop,宠物商店,chǒngwùshāngdiàn,宠物商店 chǒngwùshāngdiàn
1794,record shop,音像店,yīnxiàngdiàn,音像店 yīnxiàngdiàn
1795,estate agent’s,房地产商,fángdìchǎnshāng,房地产商 fángdìchǎnshāng
1796,garden centre,园艺用品店,yuányì yòngpǐndiàn,园艺用品店 yuányì yòngpǐndiàn
1797,dry cleaner’s,干洗店,gānxǐdiàn,干洗店 gānxǐdiàn
1798,launderette,投币式自动洗衣店,tóubìshì zìdòngxǐyīdiàn,投币式自动洗衣店 tóubìshì zìdòngxǐyīdiàn
1799,food,食物,shíwù,食物 shíwù
1800,sausages,香肠,xiāngcháng,香肠 xiāngcháng
1801,free range,放养的,fàngyǎngde,放养的 fàngyǎngde
1802,lean meat,瘦肉,shòuròu,瘦肉 shòuròu
1803,venison,野味肉,yěwèiròu,野味肉 yěwèiròu
1804,rabbit,兔肉,tùròu,兔肉 tùròu
1805,lamb,羔羊肉,gāoyángròu,羔羊肉 gāoyángròu
1806,meat hook,吊肉钩,diàoròugōu,吊肉钩 diàoròugōu
1807,offal,下水,xiàshuǐ,下水 xiàshuǐ
1808,cured,腌制的,yānzhìde,腌制的 yānzhìde
1809,smoked,熏制的,xūnzhìde,熏制的 xūnzhìde
1810,butcher,肉店老板,ròudiànlǎobǎn,肉店老板 ròudiànlǎobǎn
1811,cooked meat,熟肉,shúròu,熟肉 shúròu
1812,white meat,白肉指家禽肉鱼肉等,"(、) báiròu (zhǐjiāqínròu, yúròuděng)","白肉指家禽肉鱼肉等 (、) báiròu (zhǐjiāqínròu, yúròuděng)"
1813,red meat,红肉指牛肉猪肉和羊肉,"(、) hóngròu (zhǐniúròu, zhūròuhéyángròu)","红肉指牛肉猪肉和羊肉 (、) hóngròu (zhǐniúròu, zhūròuhéyángròu)"
1814,pork,猪肉,zhūròu,猪肉 zhūròu
1815,beef,牛肉,niúròu,牛肉 niúròu
1816,veal,小牛肉,xiǎoniúròu,小牛肉 xiǎoniúròu
1817,bacon,熏肉,xūnròu,熏肉 xūnròu
1818,turkey,火鸡,huǒjī,火鸡 huǒjī
1819,dressed chicken,去毛开膛的鸡,qùmáokāitángde jī,去毛开膛的鸡 qùmáokāitángde jī
1820,wing,翅膀,chìbǎng,翅膀 chìbǎng
1821,ham,火腿,huǒtuǐ,火腿 huǒtuǐ
1822,mince,肉馅,ròuxiàn,肉馅 ròuxiàn
1823,chop,排骨,páigǔ,排骨 páigǔ
1824,slice,薄片,báopiàn,薄片 báopiàn
1825,game,野味,yěwèi,野味 yěwèi
1826,joint,后腿肉,hòutuǐròu,后腿肉 hòutuǐròu
1827,rind,肉皮,ròupí,肉皮 ròupí
1828,rasher,火腿片,huǒtuǐpiàn,火腿片 huǒtuǐpiàn
1829,fillet,里脊肉,lǐjiròu,里脊肉 lǐjiròu
1830,fat,肥肉,féiròu,肥肉 féiròu
1831,sirloin steak,牛上腰排,niúshàngyāopái,牛上腰排 niúshàngyāopái
1832,sea bream,鲷鱼,diāoyú,鲷鱼 diāoyú
1833,monkfish,鮟鱇鱼,ānkāngyú,鮟鱇鱼 ānkāngyú
1834,trout,鳟鱼,zūnyú,鳟鱼 zūnyú
1835,mackerel,鲭鱼,qīngyú,鲭鱼 qīngyú
1836,haddock,黑线鳕,hēixiànxuě,黑线鳕 hēixiànxuě
1837,ice,冰,bīng,冰 bīng
1838,skate wings,鳐鱼翅,yáoyúchì,鳐鱼翅 yáoyúchì
1839,red mullet,羊鱼,yángyú,羊鱼 yángyú
1840,swordfish,剑鱼,jiànyú,剑鱼 jiànyú
1841,lemon sole,黄盖鲽,huánggàidié,黄盖鲽 huánggàidié
1842,cod,鳕鱼,xuěyú,鳕鱼 xuěyú
1843,peeled prawns,去皮虾,qùpíxiā,去皮虾 qùpíxiā
1844,sardine,沙丁鱼,shādīngyú,沙丁鱼 shādīngyú
1845,sea bass,海鲈,hǎilú,海鲈 hǎilú
1846,Dover sole,鳎鱼,tǎyú,鳎鱼 tǎyú
1847,rainbow trout,虹鳟鱼,hóngzūnyú,虹鳟鱼 hóngzūnyú
1848,skate,鳐鱼,yáoyú,鳐鱼 yáoyú
1849,tuna,金枪鱼,jīnqiāngyú,金枪鱼 jīnqiāngyú
1850,whiting,牙鳕,yáxuě,牙鳕 yáxuě
1851,halibut fillets,大比目鱼片,dàbǐmùyúpiàn,大比目鱼片 dàbǐmùyúpiàn
1852,octopus,章鱼乌贼,zhāngyú wūzéi,章鱼乌贼 zhāngyú wūzéi
1853,Will you clean it for me?,能帮我把它收拾干净吗,？ néng bāng wǒ bǎ tā shōushi gānjìng ma?,能帮我把它收拾干净吗 ？ néng bāng wǒ bǎ tā shōushi gānjìng ma?
1854,loin,腰肉,yāoròu,腰肉 yāoròu
1855,steak,鱼片,yúpiàn,鱼片 yúpiàn
1856,descaled,去鳞的,qùlínde,去鳞的 qùlínde
1857,boned,去骨的,qùgǔde,去骨的 qùgǔde
1858,salted,盐渍的,yánzìde,盐渍的 yánzìde
1859,cleaned,处理干净的,chǔlǐgān jìngde,处理干净的 chǔlǐgān jìngde
1860,mussel,贻贝,yíbèi,贻贝 yíbèi
1861,crab,螃蟹,pángxiè,螃蟹 pángxiè
1862,lobster,龙虾,lóngxiā,龙虾 lóngxiā
1863,razor-shell,蛏子,chēngzi,蛏子 chēngzi
1864,squid,鱿鱼,yóuyú,鱿鱼 yóuyú
1865,scallop,扇贝,shànbèi,扇贝 shànbèi
1866,scale,鳞片,línpiàn,鳞片 línpiàn
1867,ﬁllet,去骨鱼片,qùgǔyúpiàn,去骨鱼片 qùgǔyúpiàn
1868,ﬁlleted,切片的,qiēpiànde,切片的 qiēpiànde
1869,frozen,冷冻的,lěngdòngde,冷冻的 lěngdòngde
1870,fresh,新鲜,xīnxiān,新鲜 xīnxiān
1871,king prawn,大对虾,dàduìxiā,大对虾 dàduìxiā
1872,crayfish,小龙虾,xiǎolóngxiā,小龙虾 xiǎolóngxiā
1873,tail,尾部,wěibù,尾部 wěibù
1874,oyster,牡蛎,mǔlì,牡蛎 mǔlì
1875,clam,蛤蜊,gélí,蛤蜊 gélí
1876,cuttlefish,乌贼,wūzéi,乌贼 wūzéi
1877,skinned,去皮的,qùpíde,去皮的 qùpíde
1878,cockle,鸟蛤,niǎogé,鸟蛤 niǎogé
1879,leaf,叶,yè,叶 yè
1880,stalk,菜梗,càigěng,菜梗 càigěng
1881,seed,种子,zhǒngzi,种子 zhǒngzi
1882,chicory,菊苣,jújù,菊苣 jújù
1883,runner bean,红花菜豆,hónghuācàidòu,红花菜豆 hónghuācàidòu
1884,palm hearts,棕榈芯,zōnglǘxīn,棕榈芯 zōnglǘxīn
1885,garden pea,豌豆,wāndòu,豌豆 wāndòu
1886,fennel,茴香,huíxiāng,茴香 huíxiāng
1887,bean sprout,豆芽,dòuyá,豆芽 dòuyá
1888,broad bean,蚕豆,cándòu,蚕豆 cándòu
1889,ﬂoret,小花,xiǎohuā,小花 xiǎohuā
1890,kernel,果仁,guǒrén,果仁 guǒrén
1891,French bean,四季豆,sìjìdòu,四季豆 sìjìdòu
1892,okra,羊角豆,yángjiǎodòu,羊角豆 yángjiǎodòu
1893,sweetcorn,甜玉米,tiányùmǐ,甜玉米 tiányùmǐ
1894,pod,豆芽,dòujiá,豆芽 dòujiá
1895,celery,芹菜,qíncài,芹菜 qíncài
1896,plastic bag,塑料袋,sùliàodài,塑料袋 sùliàodài
1897,Do you sell organic vegetables?,这儿卖有机蔬菜吗,？ zhè’er mài yǒujīshūcài ma?,这儿卖有机蔬菜吗 ？ zhè’er mài yǒujīshūcài ma?
1898,Are these grown locally?,这些是当地产的吗,？ zhèxiē shì dāngdìchǎnde ma?,这些是当地产的吗 ？ zhèxiē shì dāngdìchǎnde ma?
1899,Swiss chard,甜叶菜,tiányècài,甜叶菜 tiányècài
1900,sorrel,酸模,suānmó,酸模 suānmó
1901,kohlrabi,球茎甘蓝,qiújīnggānlán,球茎甘蓝 qiújīnggānlán
1902,endive,苦苣,kǔjù,苦苣 kǔjù
1903,watercress,豆瓣菜,dòubàncài,豆瓣菜 dòubàncài
1904,radicchio,红球菊苣,hóngqiújújù,红球菊苣 hóngqiújújù
1905,lettuce,莴苣,wōjù,莴苣 wōjù
1906,dandelion,蒲公英,púgōngyīng,蒲公英 púgōngyīng
1907,kale,羽衣甘蓝,yǔyīgānlán,羽衣甘蓝 yǔyīgānlán
1908,broccoli,西兰花,xīlánhuā,西兰花 xīlánhuā
1909,rocket,芝麻菜,zhīmacài,芝麻菜 zhīmacài
1910,spinach,菠菜,bōcài,菠菜 bōcài
1911,spring greens,嫩圆白菜,nènyuánbáicài,嫩圆白菜 nènyuánbáicài
1912,cabbage,卷心菜,juǎnxīncài,卷心菜 juǎnxīncài
1913,pak-choi,油菜,yóucài,油菜 yóucài
1914,Brussels sprouts,抱子甘蓝,bàozǐgānlán,抱子甘蓝 bàozǐgānlán
1915,celeriac,块根芹,kuàigēnqín,块根芹 kuàigēnqín
1916,taro root,芋头,yùtou,芋头 yùtou
1917,cassava,木薯,mùshǔ,木薯 mùshǔ
1918,water chestnut,荸荠,bíqí,荸荠 bíqí
1919,please?,请给我一公斤马铃薯,。 qǐng gěi wǒ yì gōngjīn mǎlíngshǔ. Can I have one kilo of potatoes,请给我一公斤马铃薯 。 qǐng gěi wǒ yì gōngjīn mǎlíngshǔ. Can I have one kilo of potatoes
1920,What’s the price per kilo?,每公斤多少钱,？ měi gōngjīn duōshǎo qián?,每公斤多少钱 ？ měi gōngjīn duōshǎo qián?
1921,What are those called?,那些叫什么,？ nàxiē jiào shénme?,那些叫什么 ？ nàxiē jiào shénme?
1922,raw,生,shēng,生 shēng
1923,hot (spicy),辣,là,辣 là
1924,sweet,甜,tián,甜 tián
1925,artichoke,朝鲜蓟,cháoxiǎnjì,朝鲜蓟 cháoxiǎnjì
1926,radish,小红萝卜,xiǎohóngluóbo,小红萝卜 xiǎohóngluóbo
1927,potato,马铃薯,mǎlíngshǔ,马铃薯 mǎlíngshǔ
1928,bitter,苦,kǔ,苦 kǔ
1929,ﬁrm,硬,yìng,硬 yìng
1930,ﬂesh,果肉,guǒròu,果肉 guǒròu
1931,cherry tomato,樱桃番茄,yīngtáofānqié,樱桃番茄 yīngtáofānqié
1932,carrot,胡萝卜,húluóbo,胡萝卜 húluóbo
